Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,ShortCmp,ShortAtt,ShortCmp%,ShortTotDist,ShortPrgDist,MedCmp,MedAtt,MedCmp%,LongCmp,LongAtt,LongCmp%,xA,A-xAG,KP,1/3,PPA,CrsPA,Touches,Def Pen,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,CPA,Mis,Dis,Rec,Dead,TB,Sw,Crs,TI,In,Out,Str,Off,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,npxG/Sh,G-xG,np:G-xG
Abdou Diallo,sn,DF,MF,RB Leipzig,Bundesliga,26.0,1996.0,8.0,27.0,478.0,216.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.4,0.4,0.1,0.5,11.0,24.0,3.0,0.19,0.09,6.0,5.0,203.0,216.0,27.0,1.0,3.0,33.3,2.0,8.0,5.0,3.0,8.0,14.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.94,5.0,0.0,0.0,0.0,0.0,0.0,0.0,323.0,381.0,84.8,6092.0,2643.0,128.0,139.0,92.1,157.0,174.0,90.2,0.3,-0.1,1.0,25.0,4.0,0.0,443.0,57.0,8.0,443.0,3.0,60.0,1.0,20.0,277.0,1519.0,942.0,1.0,3.0,6.0,305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,203.0,8.0,443.0,5.0,3.0,60.0,1.0,20.0,277.0,1519.0,942.0,11.0,3.0,1.0,3.0,6.0,1.0,25.0,0.75,0.19,0.25,1.0,8.0,0.1,0.6,0.6
Abdou Harroui,nl,MF,FW,Frosinone,Serie A,25.0,1998.0,0.0,0.0,0.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,303.0,383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,4.0,2.0,12.0,6.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdou Harroui,nl,MF,0,Sassuolo,Serie A,24.0,1998.0,23.0,126.0,647.0,211.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.5,1.5,0.3,1.8,21.0,36.0,32.0,0.28,0.25,17.0,6.0,68.0,211.0,126.0,2.0,7.0,28.6,5.0,14.0,1.0,5.0,2.0,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.09,15.0,0.0,0.0,0.0,0.0,1.0,0.14,254.0,308.0,82.5,3861.0,992.0,133.0,147.0,90.5,98.0,116.0,84.5,0.5,-0.3,6.0,35.0,7.0,2.0,395.0,16.0,15.0,395.0,11.0,73.3,4.0,26.7,228.0,1379.0,632.0,3.0,12.0,13.0,279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,68.0,15.0,395.0,15.0,11.0,73.3,4.0,26.7,228.0,1379.0,632.0,21.0,20.0,3.0,12.0,13.0,4.0,28.6,1.95,0.56,0.14,0.5,23.4,0.1,0.5,0.5
Abdoul Kader Bamba,fr,FW,MF,Nantes,Ligue 1,29.0,1994.0,4.0,23.0,78.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.1,0.0,0.1,1.0,3.0,12.0,0.0,0.15,0.0,0.0,8.0,23.0,23.0,0.0,2.0,0.0,2.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,267.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.46,2.0,1.0,0.0,0.0,0.0,0.0,0.0,36.0,44.0,81.8,485.0,148.0,16.0,20.0,80.0,15.0,17.0,88.2,0.0,0.0,1.0,2.0,0.0,0.0,54.0,0.0,2.0,307.0,0.0,0.0,0.0,0.0,42.0,236.0,79.0,1.0,1.0,4.0,40.0,26.0,3.0,1.0,26.0,6.0,4.0,3.0,0.0,3.0,0.0,8.0,2.0,54.0,1.0,0.0,0.0,0.0,0.0,42.0,236.0,79.0,1.0,1.0,1.0,1.0,4.0,1.0,100.0,1.15,1.15,0.0,0.0,19.3,0.09,-0.1,-0.1
Abdoul Koné,fr,DF,0,Reims,Ligue 1,18.0,2005.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdoulaye Bamba,ci,DF,0,Angers,Ligue 1,32.0,1990.0,21.0,81.0,1364.0,442.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.3,0.3,8.0,36.0,19.0,0.0,0.02,22.0,12.0,317.0,442.0,81.0,16.0,19.0,84.2,3.0,7.0,3.0,4.0,18.0,40.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.53,7.0,0.0,0.0,0.0,1.0,0.0,0.0,619.0,721.0,85.9,10973.0,3954.0,248.0,266.0,93.2,302.0,341.0,88.6,0.6,-0.3,4.0,46.0,6.0,3.0,832.0,52.0,2.0,832.0,4.0,44.4,4.0,44.4,598.0,2647.0,1112.0,0.0,9.0,4.0,541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,317.0,2.0,832.0,9.0,4.0,44.4,4.0,44.4,598.0,2647.0,1112.0,8.0,5.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdoulaye Doucouré,ml,FW,MF,Everton,Premier League,30.0,1993.0,0.0,0.0,0.0,29.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,683.0,893.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,876.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,1.0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdoulaye Doucouré,ml,MF,0,Everton,Premier League,29.0,1993.0,25.0,242.0,1533.0,327.0,5.0,2.0,7.0,5.0,0.0,0.0,6.0,1.0,2.4,2.4,2.2,4.6,23.0,38.0,66.0,0.41,0.27,31.0,20.0,156.0,327.0,242.0,12.0,37.0,32.4,25.0,26.0,3.0,23.0,13.0,44.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,2.65,38.0,0.0,3.0,0.0,2.0,3.0,0.18,430.0,548.0,78.5,5637.0,1333.0,262.0,317.0,82.6,140.0,170.0,82.4,1.4,-0.2,22.0,29.0,10.0,0.0,713.0,18.0,45.0,713.0,20.0,60.6,11.0,33.3,371.0,1689.0,896.0,7.0,27.0,13.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,156.0,45.0,713.0,33.0,20.0,60.6,11.0,33.3,371.0,1689.0,896.0,23.0,16.0,7.0,27.0,13.0,8.0,40.0,1.17,0.47,0.25,0.63,13.2,0.12,2.6,2.6
Abdoulaye Touré,gn,MF,0,Le Havre,Ligue 1,29.0,1994.0,0.0,0.0,0.0,25.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.0,1238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,6.0,4.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdu Conté,pt,DF,0,Troyes,Ligue 1,24.0,1998.0,19.0,206.0,1315.0,385.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,2.0,2.6,32.0,56.0,91.0,0.21,0.18,25.0,17.0,285.0,385.0,206.0,12.0,22.0,54.5,10.0,13.0,6.0,7.0,6.0,31.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.64,20.0,2.0,0.0,2.0,0.0,2.0,0.14,591.0,754.0,78.4,10401.0,3886.0,256.0,303.0,84.5,270.0,324.0,83.3,1.8,0.0,14.0,41.0,14.0,6.0,869.0,48.0,19.0,869.0,2.0,11.8,14.0,82.4,591.0,3294.0,1623.0,6.0,9.0,6.0,542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,285.0,19.0,869.0,17.0,2.0,11.8,14.0,82.4,591.0,3294.0,1623.0,32.0,21.0,6.0,9.0,6.0,2.0,50.0,0.27,0.14,0.25,0.5,15.3,0.14,0.4,0.4
Abdukodir Khusanov,uz,DF,0,Lens,Ligue 1,19.0,2004.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,383.0,439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdul Mumin,gh,DF,0,Rayo Vallecano,La Liga,25.0,1998.0,16.0,19.0,922.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.0,0.4,5.0,19.0,1.0,0.0,0.04,11.0,9.0,248.0,231.0,19.0,3.0,7.0,42.9,4.0,13.0,5.0,8.0,9.0,20.0,36.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,617.0,773.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.59,4.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,390.0,76.7,6424.0,1975.0,73.0,82.0,89.0,180.0,202.0,89.1,0.1,0.0,1.0,18.0,1.0,1.0,493.0,59.0,8.0,743.0,5.0,55.6,4.0,44.4,268.0,1328.0,646.0,0.0,4.0,5.0,270.0,28.0,0.0,7.0,2.0,2.0,0.0,0.0,0.0,2.0,59.0,248.0,8.0,493.0,9.0,5.0,55.6,4.0,44.4,268.0,1328.0,646.0,5.0,6.0,0.0,4.0,5.0,1.0,16.7,0.59,0.1,0.0,0.0,11.3,0.07,-0.4,-0.4
Abdón Prats,es,FW,MF,Mallorca,La Liga,30.0,1992.0,26.0,54.0,416.0,78.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,1.4,2.1,1.0,8.0,15.0,0.43,0.45,1.0,0.0,10.0,78.0,54.0,0.0,0.0,0.0,14.0,6.0,0.0,5.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,132.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.08,5.0,0.0,0.0,0.0,0.0,1.0,0.22,58.0,91.0,63.7,874.0,173.0,27.0,45.0,60.0,18.0,28.0,64.3,0.2,-0.4,7.0,4.0,3.0,0.0,141.0,4.0,16.0,228.0,3.0,33.3,5.0,55.6,72.0,273.0,56.0,3.0,8.0,14.0,100.0,11.0,5.0,3.0,8.0,0.0,1.0,1.0,0.0,1.0,4.0,10.0,16.0,141.0,9.0,3.0,33.3,5.0,55.6,72.0,273.0,56.0,1.0,1.0,3.0,8.0,14.0,4.0,66.7,1.3,0.87,0.17,0.25,13.9,0.12,0.3,0.3
Ablie Jallow,gm,MF,FW,Metz,Ligue 1,24.0,1998.0,0.0,0.0,0.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,248.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,8.0,23.0,2.0,8.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abner,br,DF,0,Betis,La Liga,23.0,2000.0,13.0,113.0,607.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.7,1.7,0.1,1.8,8.0,16.0,25.0,0.0,0.27,12.0,9.0,128.0,189.0,113.0,7.0,16.0,43.8,23.0,8.0,2.0,6.0,8.0,20.0,24.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,615.0,797.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.18,5.0,1.0,1.0,0.0,0.0,1.0,0.15,252.0,351.0,71.8,3886.0,1578.0,130.0,149.0,87.2,94.0,134.0,70.1,0.5,-0.1,2.0,18.0,3.0,1.0,425.0,25.0,11.0,628.0,3.0,30.0,7.0,70.0,204.0,858.0,469.0,4.0,10.0,4.0,231.0,165.0,0.0,3.0,26.0,158.0,0.0,0.0,0.0,4.0,25.0,128.0,11.0,425.0,10.0,3.0,30.0,7.0,70.0,204.0,858.0,469.0,8.0,7.0,4.0,10.0,4.0,1.0,20.0,0.74,0.15,0.0,0.0,13.6,0.34,-1.7,-1.7
Abou Lô,sn,MF,DF,Metz,Ligue 1,23.0,2000.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aboubacar Ali,fr,MF,FW,Strasbourg,Ligue 1,17.0,2006.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Achraf Dari,ma,DF,FW,Brest,Ligue 1,24.0,1999.0,18.0,16.0,1317.0,356.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,0.4,3.0,33.0,1.0,0.07,0.03,21.0,14.0,480.0,356.0,16.0,14.0,20.0,70.0,6.0,16.0,10.0,6.0,19.0,40.0,65.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.48,3.0,2.0,0.0,1.0,1.0,2.0,0.14,547.0,690.0,79.3,12287.0,4337.0,123.0,144.0,85.4,308.0,343.0,89.8,0.1,0.0,1.0,25.0,0.0,0.0,846.0,135.0,9.0,846.0,1.0,100.0,0.0,0.0,561.0,2954.0,1268.0,0.0,4.0,3.0,493.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,480.0,9.0,846.0,1.0,1.0,100.0,0.0,0.0,561.0,2954.0,1268.0,3.0,1.0,0.0,4.0,3.0,2.0,50.0,0.27,0.14,0.25,0.5,15.4,0.09,0.6,0.6
Achraf Hakimi,ma,DF,MF,Paris S-G,Ligue 1,24.0,1998.0,28.0,713.0,2053.0,716.0,5.0,3.0,8.0,5.0,0.0,0.0,7.0,2.0,3.8,3.8,3.0,6.8,85.0,99.0,229.0,0.35,0.3,54.0,34.0,361.0,716.0,713.0,31.0,59.0,52.5,42.0,34.0,2.0,32.0,16.0,70.0,19.0,0.0,0.0,29.0,14.0,0.0,0.0,0.0,0.0,0.0,1712.0,1979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,3.29,64.0,1.0,4.0,2.0,2.0,9.0,0.39,1373.0,1538.0,89.3,17560.0,4800.0,875.0,952.0,91.9,378.0,416.0,90.9,5.3,0.0,33.0,66.0,46.0,13.0,1772.0,49.0,82.0,1773.0,29.0,39.2,32.0,43.2,1414.0,7700.0,4281.0,22.0,29.0,23.0,1326.0,203.0,4.0,6.0,79.0,160.0,1.0,7.0,0.0,3.0,49.0,361.0,82.0,1772.0,74.0,29.0,39.2,32.0,43.2,1414.0,7700.0,4281.0,85.0,66.0,22.0,29.0,23.0,9.0,50.0,0.79,0.39,0.28,0.56,14.9,0.21,1.2,1.2
Adam Armstrong,eng,FW,MF,Southampton,Premier League,25.0,1997.0,30.0,222.0,1335.0,176.0,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,2.1,2.1,1.3,3.3,39.0,16.0,70.0,0.2,0.23,14.0,9.0,71.0,176.0,222.0,3.0,10.0,30.0,7.0,25.0,3.0,12.0,5.0,19.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.62,19.0,0.0,2.0,1.0,1.0,2.0,0.13,220.0,302.0,72.8,3235.0,585.0,120.0,146.0,82.2,71.0,89.0,79.8,0.8,-0.3,11.0,29.0,10.0,2.0,458.0,11.0,46.0,458.0,13.0,30.2,25.0,58.1,255.0,2338.0,996.0,11.0,24.0,22.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,71.0,46.0,458.0,43.0,13.0,30.2,25.0,58.1,255.0,2338.0,996.0,39.0,29.0,11.0,24.0,22.0,12.0,48.0,1.69,0.81,0.08,0.17,15.9,0.08,-0.1,-0.1
Adam Buksa,pl,FW,MF,Lens,Ligue 1,26.0,1996.0,8.0,15.0,101.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,9.0,0.0,0.04,1.0,0.0,1.0,19.0,15.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.89,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,24.0,62.5,245.0,53.0,7.0,11.0,63.6,7.0,9.0,77.8,0.0,0.0,1.0,3.0,0.0,0.0,35.0,0.0,7.0,35.0,0.0,0.0,0.0,0.0,27.0,115.0,25.0,1.0,7.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,35.0,0.0,0.0,0.0,0.0,0.0,27.0,115.0,25.0,1.0,0.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Forshaw,eng,MF,0,Leeds United,Premier League,30.0,1991.0,12.0,62.0,479.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,4.0,33.0,7.0,0.0,0.17,12.0,9.0,64.0,171.0,62.0,7.0,17.0,41.2,10.0,9.0,1.0,8.0,4.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,196.0,244.0,80.3,3318.0,1127.0,102.0,111.0,91.9,59.0,67.0,88.1,0.6,-0.9,8.0,30.0,4.0,2.0,293.0,7.0,1.0,293.0,8.0,72.7,3.0,27.3,179.0,1085.0,360.0,0.0,6.0,8.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,64.0,1.0,293.0,11.0,8.0,72.7,3.0,27.3,179.0,1085.0,360.0,4.0,8.0,0.0,6.0,8.0,0.0,0.0,0.19,0.0,0.0,0.0,26.4,0.03,0.0,0.0
